Read 40 queries.
Using Bao: True
Executing queries using PG optimizer for initial training
x x 1640053023.1387165 sample_queries/q33_2a156.sql 11.160907506942749 PG
x x 1640053029.7849653 sample_queries/q11_17e.sql 6.64605188369751 PG
x x 1640053035.610748 sample_queries/q20_24b.sql 5.825656890869141 PG
x x 1640053072.27735 sample_queries/q18_7a103.sql 36.666486740112305 PG
x x 1640053079.635607 sample_queries/q37_2a1291.sql 7.358106851577759 PG
x x 1640053090.5179632 sample_queries/q35_1a1508.sql 10.882169723510742 PG
x x 1640053128.1037796 sample_queries/q5_8a423.sql 37.58568239212036 PG
x x 1640053245.327251 sample_queries/q13_7a121.sql 117.22336292266846 PG
x x 1640053255.935315 sample_queries/q25_13d.sql 10.607893228530884 PG
x x 1640053262.4864671 sample_queries/q11_17e.sql 6.551048755645752 PG
x x 1640053298.8482015 sample_queries/q18_7a103.sql 36.36155414581299 PG
x x 1640053480.428146 sample_queries/q2_8a82.sql 181.57980608940125 PG
x x 1640053486.9985213 sample_queries/q11_17e.sql 6.570253372192383 PG
x x 1640053494.874424 sample_queries/q17_7a164.sql 7.875755310058594 PG
x x 1640053507.0967422 sample_queries/q33_2a156.sql 12.222126960754395 PG
x x 1640053509.7192388 sample_queries/q29_6e.sql 2.6223623752593994 PG
x x 1640053546.0920546 sample_queries/q18_7a103.sql 36.3726589679718 PG
x x 1640053553.0997863 sample_queries/q31_2a39.sql 7.0076000690460205 PG
x x 1640053560.4361382 sample_queries/q39_2a2781.sql 7.336202383041382 PG
x x 1640053565.8330944 sample_queries/q10_2a265.sql 5.396807909011841 PG
x x 1640053573.6311903 sample_queries/q39_2a2781.sql 7.797948598861694 PG
x x 1640053584.720572 sample_queries/q35_1a1508.sql 11.08924126625061 PG
x x 1640053682.12037 sample_queries/q22_8a27.sql 97.39968705177307 PG
x x 1640053685.9506333 sample_queries/q16_26c.sql 3.8301126956939697 PG
x x 1640053694.2438362 sample_queries/q8_6a505.sql 8.29305624961853 PG
Initial input channels: 10
10 15 1640059386.241941 sample_queries/q10_2a265.sql 6.447064638137817
10 16 1640059401.1996398 sample_queries/q3_7a99.sql 14.957573175430298
10 17 1640059414.5121934 sample_queries/q33_2a156.sql 13.312392234802246
10 18 1640059422.4251595 sample_queries/q19_2a471.sql 7.91281795501709
10 19 1640059430.6542418 sample_queries/q37_2a1291.sql 8.228907108306885
10 20 1640059435.543799 sample_queries/q30_18c.sql 4.889357566833496
10 21 1640059449.5504594 sample_queries/q26_2a274.sql 14.006530284881592
10 22 1640059455.8443217 sample_queries/q10_2a265.sql 6.293755769729614
10 23 1640059464.539183 sample_queries/q13_7a121.sql 8.6947021484375
10 24 1640059470.6048872 sample_queries/q5_8a423.sql 6.065510511398315
Initial input channels: 10
Epoch 0 training loss: 148.11806518554687
Epoch 15 training loss: 128.4351594543457
Epoch 30 training loss: 119.15695495605469
Epoch 45 training loss: 110.40800003051758
Epoch 60 training loss: 100.00453552246094
Epoch 75 training loss: 90.86911865234374
Epoch 90 training loss: 81.88492294311523
Stopped training after max epochs
Old model # regressions: 0 regression amount: 0
New model # regressions: 0 regression amount: 0
New model had no regressions.
11 0 1640059871.388499 sample_queries/q6_16b.sql 6.39175009727478
11 1 1640059875.1178288 sample_queries/q29_6e.sql 3.7291502952575684
11 2 1640059884.5677173 sample_queries/q40_2a8120.sql 9.449755907058716
11 3 1640059892.3640738 sample_queries/q31_2a39.sql 7.796224594116211
11 4 1640059896.6545787 sample_queries/q15_18a.sql 4.2903430461883545
11 5 1640059901.0164218 sample_queries/q15_18a.sql 4.361698627471924
11 6 1640059907.3455331 sample_queries/q21_2a396.sql 6.328931570053101
11 7 1640059913.5860455 sample_queries/q5_8a423.sql 6.240368366241455
11 8 1640059921.5760293 sample_queries/q38_2a1870.sql 7.989720821380615
11 9 1640059928.5943437 sample_queries/q4_8a122.sql 7.018163681030273
11 10 1640059934.5852315 sample_queries/q5_8a423.sql 5.990748643875122
11 11 1640059941.9578145 sample_queries/q18_7a103.sql 7.3724143505096436
11 12 1640059950.1710515 sample_queries/q1_8a463.sql 8.2130286693573
11 13 1640059957.4750562 sample_queries/q14_6a349.sql 7.3038880825042725
11 14 1640059965.5758607 sample_queries/q38_2a1870.sql 8.100648641586304
11 15 1640059971.5765474 sample_queries/q5_8a423.sql 6.000527620315552
11 16 1640059978.2025018 sample_queries/q25_13d.sql 6.625800132751465
11 17 1640059984.8828158 sample_queries/q32_2a493.sql 6.680169343948364
11 18 1640059989.890794 sample_queries/q16_26c.sql 5.007833003997803
11 19 1640059998.4333012 sample_queries/q7_7a48.sql 8.542366981506348
11 20 1640060005.2932088 sample_queries/q4_8a122.sql 6.859787225723267
11 21 1640060012.5327015 sample_queries/q9_5a48.sql 7.239346981048584
11 22 1640060020.367379 sample_queries/q39_2a2781.sql 7.8345324993133545
11 23 1640060026.378151 sample_queries/q5_8a423.sql 6.010643720626831
11 24 1640060032.7089293 sample_queries/q10_2a265.sql 6.330572128295898
Initial input channels: 10
Epoch 0 training loss: 146.0356049170861
Epoch 15 training loss: 128.01755714416504
Epoch 30 training loss: 118.86595124464769
Epoch 45 training loss: 109.26360203669621
Epoch 60 training loss: 99.24440281207745
Epoch 75 training loss: 89.99727865365836
Epoch 90 training loss: 80.41773487971379
Stopped training after max epochs
Old model # regressions: 0 regression amount: 0
New model # regressions: 0 regression amount: 0
New model had no regressions.
12 0 1640060464.4364626 sample_queries/q37_2a1291.sql 8.19093918800354
12 1 1640060471.17689 sample_queries/q22_8a27.sql 6.740260601043701
12 2 1640060479.8359542 sample_queries/q7_7a48.sql 8.658908128738403
12 3 1640060487.731437 sample_queries/q39_2a2781.sql 7.895320653915405
12 4 1640060494.9482415 sample_queries/q4_8a122.sql 7.216647148132324
12 5 1640060503.4680676 sample_queries/q39_2a2781.sql 8.519630908966064
12 6 1640060511.3185306 sample_queries/q19_2a471.sql 7.850276231765747
12 7 1640060519.8935213 sample_queries/q38_2a1870.sql 8.57487154006958
12 8 1640060527.5233533 sample_queries/q14_6a349.sql 7.629664659500122
12 9 1640060534.3205955 sample_queries/q4_8a122.sql 6.797075033187866
12 10 1640060541.435211 sample_queries/q4_8a122.sql 7.114466428756714
12 11 1640060548.9897885 sample_queries/q18_7a103.sql 7.554434299468994
12 12 1640060557.046338 sample_queries/q39_2a2781.sql 8.056360006332397
12 13 1640060560.1032286 sample_queries/q27_3c.sql 3.05673885345459
12 14 1640060566.39952 sample_queries/q21_2a396.sql 6.296151399612427
12 15 1640060574.5976737 sample_queries/q38_2a1870.sql 8.198007345199585
12 16 1640060583.1095533 sample_queries/q1_8a463.sql 8.51175832748413
12 17 1640060589.703706 sample_queries/q10_2a265.sql 6.593947410583496
12 18 1640060598.5420854 sample_queries/q17_7a164.sql 8.838242530822754
12 19 1640060604.805707 sample_queries/q22_8a27.sql 6.263419151306152
12 20 1640060611.4815905 sample_queries/q4_8a122.sql 6.675719499588013
12 21 1640060620.772311 sample_queries/q8_6a505.sql 9.290567636489868
12 22 1640060626.4754922 sample_queries/q20_24b.sql 5.703041315078735
12 23 1640060639.5461085 sample_queries/q33_2a156.sql 13.070483922958374
12 24 1640060641.040556 sample_queries/q24_32a.sql 1.4942817687988281
Initial input channels: 10
Epoch 0 training loss: 149.25597635904947
Epoch 15 training loss: 126.98264284487124
Epoch 30 training loss: 117.30597291169343
Epoch 45 training loss: 107.33789740668402
Epoch 60 training loss: 97.01491857458043
Epoch 75 training loss: 86.78857139304831
Epoch 90 training loss: 76.33025402492947
Stopped training after max epochs
Old model # regressions: 0 regression amount: 0
New model # regressions: 0 regression amount: 0
New model had no regressions.
13 0 1640061075.146967 sample_queries/q9_5a48.sql 7.140602350234985
13 1 1640061078.4386387 sample_queries/q29_6e.sql 3.2914881706237793
13 2 1640061087.0541296 sample_queries/q7_7a48.sql 8.615340232849121
13 3 1640061094.5705848 sample_queries/q14_6a349.sql 7.516230583190918
13 4 1640061104.1272542 sample_queries/q8_6a505.sql 9.556503772735596
13 5 1640061112.9658725 sample_queries/q17_7a164.sql 8.8384690284729
13 6 1640061122.6193438 sample_queries/q8_6a505.sql 9.653218746185303
13 7 1640061131.0976088 sample_queries/q19_2a471.sql 8.47810411453247
13 8 1640061138.4161294 sample_queries/q14_6a349.sql 7.3183815479278564
13 9 1640061153.3106408 sample_queries/q26_2a274.sql 14.894367218017578
13 10 1640061161.5250802 sample_queries/q37_2a1291.sql 8.214260578155518
13 11 1640061167.5340745 sample_queries/q21_2a396.sql 6.008816480636597
13 12 1640061174.1361704 sample_queries/q32_2a493.sql 6.601941108703613
13 13 1640061187.4767907 sample_queries/q2_8a82.sql 13.340477705001831
13 14 1640061189.1505444 sample_queries/q24_32a.sql 1.6736321449279785
13 15 1640061197.2907808 sample_queries/q31_2a39.sql 8.140133142471313
13 16 1640061205.3321645 sample_queries/q19_2a471.sql 8.041255712509155
13 17 1640061214.0157716 sample_queries/q36_7a136.sql 8.683474779129028
13 18 1640061220.505442 sample_queries/q10_2a265.sql 6.489523887634277
13 19 1640061229.1634762 sample_queries/q7_7a48.sql 8.657884359359741
13 20 1640061232.4657404 sample_queries/q29_6e.sql 3.3021316528320312
13 21 1640061241.0972774 sample_queries/q36_7a136.sql 8.631388664245605
13 22 1640061249.7312105 sample_queries/q37_2a1291.sql 8.633807897567749
13 23 1640061255.962268 sample_queries/q34_1a275.sql 6.230881214141846
13 24 1640061263.6782236 sample_queries/q23_19d.sql 7.715793132781982
Initial input channels: 10
Epoch 0 training loss: 151.11660128506747
Epoch 15 training loss: 127.87865226052024
Epoch 30 training loss: 117.72201649058948
Epoch 45 training loss: 107.19096915505149
Epoch 60 training loss: 97.64118444269354
Epoch 75 training loss: 87.13816403475674
Epoch 90 training loss: 77.18976482044567
Stopped training after max epochs
Old model # regressions: 0 regression amount: 0
New model # regressions: 0 regression amount: 0
New model had no regressions.
14 0 1640061712.4654198 sample_queries/q12_17a.sql 4.558656215667725
14 1 1640061718.5955327 sample_queries/q34_1a275.sql 6.1299357414245605
14 2 1640061725.5871806 sample_queries/q22_8a27.sql 6.991489410400391
14 3 1640061732.0596106 sample_queries/q21_2a396.sql 6.4722740650177
14 4 1640061741.2594545 sample_queries/q40_2a8120.sql 9.199559688568115
14 5 1640061750.2603426 sample_queries/q36_7a136.sql 9.00072717666626
14 6 1640061756.5018516 sample_queries/q21_2a396.sql 6.241291522979736
14 7 1640061762.8049889 sample_queries/q21_2a396.sql 6.302849769592285
14 8 1640061769.0734036 sample_queries/q25_13d.sql 6.268266916275024
14 9 1640061775.334964 sample_queries/q25_13d.sql 6.261385679244995
14 10 1640061781.179792 sample_queries/q20_24b.sql 5.844433546066284
14 11 1640061785.8639174 sample_queries/q15_18a.sql 4.683939218521118
14 12 1640061792.265196 sample_queries/q25_13d.sql 6.401108503341675
14 13 1640061801.223075 sample_queries/q7_7a48.sql 8.957542657852173
14 14 1640061813.3411293 sample_queries/q35_1a1508.sql 12.11789083480835
14 15 1640061819.453281 sample_queries/q6_16b.sql 6.112039566040039
14 16 1640061825.8592381 sample_queries/q32_2a493.sql 6.405803203582764
14 17 1640061832.0520482 sample_queries/q21_2a396.sql 6.192678451538086
14 18 1640061835.4426203 sample_queries/q29_6e.sql 3.3902158737182617
14 19 1640061841.672742 sample_queries/q10_2a265.sql 6.229693651199341
14 20 1640061847.7828112 sample_queries/q20_24b.sql 6.1098127365112305
14 21 1640061862.2726345 sample_queries/q26_2a274.sql 14.489587783813477
14 22 1640061870.2231464 sample_queries/q31_2a39.sql 7.950360298156738
14 23 1640061876.495977 sample_queries/q34_1a275.sql 6.272677659988403
14 24 1640061879.3785143 sample_queries/q27_3c.sql 2.8824079036712646
Initial input channels: 10
Epoch 0 training loss: 149.2991464179859
Epoch 15 training loss: 127.48379168594093
Epoch 30 training loss: 116.36076515599301
Epoch 45 training loss: 105.71412658691406
Epoch 60 training loss: 95.22437219452439
Epoch 75 training loss: 83.92083124528851
Epoch 90 training loss: 73.76239629377399
Stopped training after max epochs
Old model # regressions: 0 regression amount: 0
New model # regressions: 0 regression amount: 0
New model had no regressions.
15 0 1640062345.1213543 sample_queries/q26_2a274.sql 14.620193243026733
15 1 1640062352.5764537 sample_queries/q18_7a103.sql 7.454716444015503
15 2 1640062355.4368894 sample_queries/q27_3c.sql 2.860281467437744
15 3 1640062361.6027734 sample_queries/q6_16b.sql 6.16574239730835
15 4 1640062370.0104277 sample_queries/q38_2a1870.sql 8.40734052658081
15 5 1640062374.950208 sample_queries/q16_26c.sql 4.939636707305908
15 6 1640062383.4694881 sample_queries/q13_7a121.sql 8.51913571357727
15 7 1640062397.1567585 sample_queries/q2_8a82.sql 13.687124967575073
15 8 1640062410.3626022 sample_queries/q33_2a156.sql 13.205724954605103
15 9 1640062416.6826577 sample_queries/q22_8a27.sql 6.319901466369629
15 10 1640062425.337064 sample_queries/q39_2a2781.sql 8.654237031936646
15 11 1640062439.9063308 sample_queries/q3_7a99.sql 14.569085836410522
15 12 1640062446.0250173 sample_queries/q34_1a275.sql 6.1185266971588135
15 13 1640062453.6706314 sample_queries/q18_7a103.sql 7.645471811294556
15 14 1640062463.6638002 sample_queries/q17_7a164.sql 9.993005514144897
15 15 1640062470.129892 sample_queries/q10_2a265.sql 6.465948104858398
15 16 1640062478.7415652 sample_queries/q1_8a463.sql 8.611509323120117
15 17 1640062484.975215 sample_queries/q28_13a.sql 6.233497142791748
15 18 1640062494.533098 sample_queries/q40_2a8120.sql 9.557728290557861
15 19 1640062498.9236982 sample_queries/q12_17a.sql 4.390270471572876
15 20 1640062505.2706566 sample_queries/q25_13d.sql 6.34682297706604
15 21 1640062518.354055 sample_queries/q33_2a156.sql 13.083285331726074
15 22 1640062526.710711 sample_queries/q17_7a164.sql 8.356541156768799
15 23 1640062538.5488856 sample_queries/q35_1a1508.sql 11.83804988861084
15 24 1640062544.531549 sample_queries/q28_13a.sql 5.98248553276062
Initial input channels: 10
Epoch 0 training loss: 148.63793971620757
Epoch 15 training loss: 126.6337240811052
Epoch 30 training loss: 114.45158162610284
Epoch 45 training loss: 103.92856347971949
Epoch 60 training loss: 93.5506775954674
Epoch 75 training loss: 82.5467249113938
Epoch 90 training loss: 71.38333366657126
Stopped training after max epochs
Old model # regressions: 0 regression amount: 0
New model # regressions: 0 regression amount: 0
New model had no regressions.
16 0 1640063022.6841877 sample_queries/q1_8a463.sql 8.488008499145508
16 1 1640063029.118741 sample_queries/q34_1a275.sql 6.434375047683716
16 2 1640063035.5228727 sample_queries/q10_2a265.sql 6.40396785736084
16 3 1640063059.047401 sample_queries/q3_7a99.sql 23.524378776550293
16 4 1640063083.0261874 sample_queries/q3_7a99.sql 23.978665113449097
16 5 1640063090.4090922 sample_queries/q14_6a349.sql 7.382685422897339
16 6 1640063104.834834 sample_queries/q26_2a274.sql 14.425612211227417
16 7 1640063113.441089 sample_queries/q17_7a164.sql 8.606088876724243
16 8 1640063122.697538 sample_queries/q8_6a505.sql 9.256297588348389
16 9 1640063136.5500233 sample_queries/q2_8a82.sql 13.85234808921814
16 10 1640063141.012999 sample_queries/q12_17a.sql 4.462822914123535
16 11 1640063149.2616336 sample_queries/q1_8a463.sql 8.24849820137024
16 12 1640063158.3780062 sample_queries/q40_2a8120.sql 9.1162109375
16 13 1640063161.207938 sample_queries/q27_3c.sql 2.8298277854919434
16 14 1640063169.782554 sample_queries/q39_2a2781.sql 8.574471235275269
16 15 1640063176.2410274 sample_queries/q34_1a275.sql 6.458311319351196
16 16 1640063183.6673946 sample_queries/q9_5a48.sql 7.42622184753418
16 17 1640063191.8514593 sample_queries/q31_2a39.sql 8.183921575546265
16 18 1640063201.2211435 sample_queries/q8_6a505.sql 9.369558095932007
16 19 1640063207.3764968 sample_queries/q5_8a423.sql 6.155233860015869
16 20 1640063213.7271173 sample_queries/q32_2a493.sql 6.350488185882568
16 21 1640063221.9518266 sample_queries/q36_7a136.sql 8.224574565887451
16 22 1640063235.0617583 sample_queries/q2_8a82.sql 13.10981011390686
16 23 1640063244.4464133 sample_queries/q40_2a8120.sql 9.384528160095215
16 24 1640063247.5947666 sample_queries/q29_6e.sql 3.1481809616088867
Initial input channels: 10
Epoch 0 training loss: 148.66698659261067
Epoch 15 training loss: 127.30802370707194
Epoch 30 training loss: 115.27149289449056
Epoch 45 training loss: 104.1520164489746
Epoch 60 training loss: 92.94182268778484
Epoch 75 training loss: 81.70474294026693
Epoch 90 training loss: 71.25333836873372
Stopped training after max epochs
Old model # regressions: 0 regression amount: 0
New model # regressions: 0 regression amount: 0
New model had no regressions.
17 0 1640063731.8813868 sample_queries/q5_8a423.sql 6.207818269729614
17 1 1640063739.6540418 sample_queries/q37_2a1291.sql 7.7724785804748535
17 2 1640063742.7153878 sample_queries/q27_3c.sql 3.0612077713012695
17 3 1640063750.6357234 sample_queries/q19_2a471.sql 7.920180082321167
17 4 1640063759.4710374 sample_queries/q1_8a463.sql 8.835142374038696
17 5 1640063772.1588812 sample_queries/q33_2a156.sql 12.687702894210815
17 6 1640063796.3472373 sample_queries/q3_7a99.sql 24.18819546699524
17 7 1640063809.7315495 sample_queries/q2_8a82.sql 13.384174108505249
17 8 1640063824.0939603 sample_queries/q33_2a156.sql 14.362194061279297
17 9 1640063832.855478 sample_queries/q19_2a471.sql 8.761358261108398
17 10 1640063841.309128 sample_queries/q13_7a121.sql 8.453346252441406
17 11 1640063847.2103746 sample_queries/q20_24b.sql 5.901082515716553
17 12 1640063855.295797 sample_queries/q19_2a471.sql 8.08531403541565
17 13 1640063861.5851793 sample_queries/q21_2a396.sql 6.2892327308654785
17 14 1640063864.8168669 sample_queries/q29_6e.sql 3.2315454483032227
17 15 1640063868.996986 sample_queries/q15_18a.sql 4.179947853088379
17 16 1640063877.6103284 sample_queries/q1_8a463.sql 8.613223791122437
17 17 1640063889.6248233 sample_queries/q35_1a1508.sql 12.014336585998535
17 18 1640063898.1480007 sample_queries/q36_7a136.sql 8.52304458618164
17 19 1640063902.7476883 sample_queries/q12_17a.sql 4.599481105804443
17 20 1640063909.3613307 sample_queries/q25_13d.sql 6.613508701324463
17 21 1640063912.4684253 sample_queries/q29_6e.sql 3.106954336166382
17 22 1640063918.907848 sample_queries/q25_13d.sql 6.439296245574951
17 23 1640063926.3442614 sample_queries/q18_7a103.sql 7.436289310455322
17 24 1640063932.613357 sample_queries/q25_13d.sql 6.268918991088867
Initial input channels: 10
Epoch 0 training loss: 146.17508609959336
Epoch 15 training loss: 126.06699296294666
Epoch 30 training loss: 115.63787366523117
Epoch 45 training loss: 103.61306650130476
Epoch 60 training loss: 92.63289404697106
Epoch 75 training loss: 81.17045017930327
Epoch 90 training loss: 69.42571652521852
Stopped training after max epochs
Old model # regressions: 0 regression amount: 0
New model # regressions: 0 regression amount: 0
New model had no regressions.
18 0 1640064432.5617447 sample_queries/q6_16b.sql 6.325336456298828
18 1 1640064440.374947 sample_queries/q31_2a39.sql 7.813049554824829
18 2 1640064452.1998863 sample_queries/q35_1a1508.sql 11.824766159057617
18 3 1640064459.4577217 sample_queries/q4_8a122.sql 7.257653713226318
18 4 1640064483.5639114 sample_queries/q3_7a99.sql 24.10588550567627
18 5 1640064485.4496725 sample_queries/q24_32a.sql 1.8854429721832275
18 6 1640064491.9589663 sample_queries/q10_2a265.sql 6.50913405418396
18 7 1640064499.9372752 sample_queries/q23_19d.sql 7.978182077407837
18 8 1640064523.839744 sample_queries/q3_7a99.sql 23.902350425720215
18 9 1640064530.8203359 sample_queries/q4_8a122.sql 6.980461120605469
18 10 1640064540.4035766 sample_queries/q8_6a505.sql 9.58305048942566
18 11 1640064546.5665162 sample_queries/q25_13d.sql 6.16278862953186
18 12 1640064554.634526 sample_queries/q37_2a1291.sql 8.067869186401367
18 13 1640064557.8328319 sample_queries/q29_6e.sql 3.1981470584869385
18 14 1640064564.448135 sample_queries/q32_2a493.sql 6.61515474319458
18 15 1640064571.8721235 sample_queries/q18_7a103.sql 7.423816919326782
18 16 1640064579.3438582 sample_queries/q18_7a103.sql 7.471573829650879
18 17 1640064593.8207593 sample_queries/q26_2a274.sql 14.476768732070923
18 18 1640064598.7176335 sample_queries/q11_17e.sql 4.8966875076293945
18 19 1640064605.6070902 sample_queries/q22_8a27.sql 6.889320611953735
18 20 1640064617.6382082 sample_queries/q35_1a1508.sql 12.030966520309448
18 21 1640064624.2267685 sample_queries/q25_13d.sql 6.588390350341797
18 22 1640064629.4473004 sample_queries/q16_26c.sql 5.220359563827515
18 23 1640064632.3253787 sample_queries/q27_3c.sql 2.8779478073120117
18 24 1640064636.4158757 sample_queries/q15_18a.sql 4.090356349945068
